ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceAddress,Suburb,State,Postcode,Longitude,Latitude,SEIFA,NumberOfApprovedPlaces,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Annual Monday Start Time,Annual Monday End Time,Meal Provision
SE-00000406,PR-00000216,Bright Beginnings Child Edu-Care Centre ,Bright Beginnings Pty Ltd,687 Hamilton Road,CHERMSIDE WEST,QLD,4032,153.014644,-27.3832131,8,114,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-15,,,,,,,,,,Yes,No,Yes,No,No,No,,,No
SE-00000407,PR-40001615,Little Aussie Kids Early Learning Centre,Merathina Pty Ltd as Trustee for Merathina Unit Trust,3 Arch Street,SLACKS CREEK,QLD,4127,153.1260593,-27.6504065,6,40,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Jun-19,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Aug-15,Yes,No,Yes,Yes,Yes,Yes,6:30,18:30,Yes
SE-00000408,PR-40002184,Little Scholars School of Early Learning Burleigh,The Scholars Group Pty Ltd,21 Tallebudgera Creek Rd,BURLEIGH HEADS,QLD,4220,153.4408809,-28.1112533,8,147,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-19,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Apr-13,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00000410,PR-40021633,Seedlings Early Learning Mitchelton,Mitchelton Early Learning Pty Ltd,Cnr Church & Blaker Roads,MITCHELTON,QLD,4053,152.968122,-27.4044827,9,75,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jul-15,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:00,No
SE-00000412,PR-40001112,Milestones Early Learning Keperra,Affinity Education Group Limited,6-10 Camoola Street,KEPERRA,QLD,4054,152.9473935,-27.41203,8,136,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-15,,,,,,,,,,Yes,No,Yes,No,No,Yes,6:00,18:00,Yes
SE-00000413,PR-00001129,Goodstart Early Learning Bray Park - Elmwood Drive,Goodstart Early Learning Ltd,4 Elmwood Drive,BRAY PARK,QLD,4500,152.958152,-27.291692,8,65,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Sep-15,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,6:45,18:15,Yes
SE-00000415,PR-00001129,Goodstart Early Learning Petrie,Goodstart Early Learning Ltd,77 Beeville Road,PETRIE,QLD,4502,152.9633015,-27.2592648,7,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-16,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,6:30,18:00,Yes
SE-00000416,PR-00000018,Kuraby Grove Child Care Centre,Kuraby Centre Pty Ltd,102 Besline Street,KURABY,QLD,4112,153.094606,-27.601986,9,75,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Nov-16,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00000417,PR-00001129,Goodstart Early Learning Redcliffe - Ashmole Road,Goodstart Early Learning Ltd,39 Ashmole Road,REDCLIFFE,QLD,4020,153.0981307,-27.2262843,6,68,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-19,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Apr-14,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000418,PR-00001163,Karana Early Education Centre,Eskay Kids Pty Ltd,36-38 College Road,KARANA DOWNS,QLD,4306,152.8109845,-27.5522011,8,63,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jul-16,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Aug-12,Yes,No,No,No,No,No,6:45,18:15,No
SE-00000419,PR-00001099,Children's Choice Early Education Centre,Childcare Investments Pty Ltd,1 Thornton Street,RACEVIEW,QLD,4305,152.7795608,-27.6290686,3,83,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Apr-17,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Oct-12,Yes,No,No,Yes,Yes,Yes,6:30,18:30,Yes
SE-00000420,PR-40017769,Kids Corner Early Learning Waterford,J L Childcare Services Pty Ltd,1-3 Beutel Street,WATERFORD WEST,QLD,4133,153.1277632,-27.6912554,4,69,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-21,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-19,Yes,No,Yes,No,No,No,7:00,18:30,Yes
SE-00000421,PR-00001222,Bright Kids Early Learning Centre,Little Honey Pty Ltd as Trustee for Robbunson - De Cinque Unit Trust,81 Nerang Connection Road,NERANG,QLD,4211,153.3364204,-27.987682,7,79,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-20,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jun-20,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000422,PR-00000580,Gold Coast Institute Of Tafe Children's Centre,Gold Coast Institute of Tafe Children's Centre Assoc Inc,Cnr Heeb Street & Benowa Road,ASHMORE,QLD,4214,153.3927247,-27.9965664,8,63,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Feb-20,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Feb-13,Yes,No,No,No,No,No,7:00,18:00,Yes
SE-00000423,PR-00001146,Little Gekos Early Learning Centre,M J Elliott Child Care Pty Ltd,7 Tropic Road,CANNONVALE,QLD,4802,148.6897903,-20.2832659,6,65,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-21,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-15,Yes,No,No,Yes,Yes,Yes,6:30,18:30,No
SE-00000424,PR-40001112,Milestones Early Learning Roma Campus 2,Affinity Education Group Limited,186 McDowall Street,ROMA,QLD,4455,148.7780995,-26.5704287,7,114,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-19,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Jun-16,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00000425,PR-40001112,Milestones Early Learning Roma,Affinity Education Group Limited,5-7 Downs Street,ROMA,QLD,4455,148.7741582,-26.5724014,7,62,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-20,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Apr-17,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00000427,PR-00001129,Goodstart Early Learning Proserpine ,Goodstart Early Learning Ltd,16 Keith Johns Drive,PROSERPINE,QLD,4800,148.5846953,-20.4092508,5,109,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Oct-14,Yes,No,No,Yes,Yes,Yes,6:30,18:00,Yes
SE-00000428,PR-00001129,Goodstart Early Learning Crestmead - Julie Street,Goodstart Early Learning Ltd,50 Julie Street,CRESTMEAD,QLD,4132,153.0822356,-27.6930939,1,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-20,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Jun-13,Yes,No,Yes,No,No,No,6:00,18:00,Yes
SE-00000429,PR-00001158,Kidzco Early Learning Centre Springwood,Kidzco Pty Ltd ATF the Gutco Family Trust,184 Springwood Road,SPRINGWOOD,QLD,4127,153.1352162,-27.6104018,6,148,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Apr-17,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000430,PR-40002928,Sparrow Early Learning Buderim,Sparrow Group Qld Pty Ltd,58-60 Buderim Pines Drive,BUDERIM,QLD,4556,153.0854247,-26.6888897,9,68,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Dec-12,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000431,PR-00000880,Lollipop Lane Kindergarten and Early Education Centre,ECI Nominees Pty Ltd as Trustee for M1000 Unit Trust,100 Kortum Drive,BURLEIGH HEADS,QLD,4220,153.4289233,-28.1023853,8,150,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-16,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000433,PR-40001605,Kids Club Newtown Early Learning Centre,KIDS CLUB EARLY CHILDHOOD LEARNING CENTRES PTY LTD,255 Herries Street,NEWTOWN,QLD,4350,151.9381683,-27.5619796,5,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-16,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Apr-15,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000434,PR-00000476,Milton Road Children's Centre,Yebomel Pty Ltd,467 Milton Rd,AUCHENFLOWER,QLD,4066,152.9926379,-27.4758777,10,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-18,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Sep-16,Yes,No,Yes,No,No,No,6:30,18:00,Yes
SE-00000435,PR-00001057,Lead Childcare - Goodna Station,Leading Child Care Pty Ltd,18 Woogaroo Street,GOODNA,QLD,4300,152.902159,-27.6082838,7,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-13,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00000436,PR-00001129,Goodstart Early Learning Collingwood Park,Goodstart Early Learning Ltd,208 Eagle Street,COLLINGWOOD PARK,QLD,4301,152.8525456,-27.6234676,3,21,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Sep-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-12,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00000438,PR-00001057,Lead Childcare - Riverview Central,Leading Child Care Pty Ltd,159 Old Ipswich Road,RIVERVIEW,QLD,4303,152.8496735,-27.6040141,1,65,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-18,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Apr-15,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00000439,PR-00001129,Goodstart Early Learning Currumbin Waters,Goodstart Early Learning Ltd,34 Wheeler Crescent,CURRUMBIN WATERS,QLD,4223,153.4751534,-28.1489271,8,68,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Aug-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,May-13,Yes,No,No,No,No,No,7:00,18:00,Yes
SE-00000440,PR-40011895,The Learning Nook Early Education & Childcare,KJ & SM Pty Ltd ATF S & K Trust,65 Falconer Street,SOUTHPORT,QLD,4215,153.4053103,-27.9744349,4,24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-19,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jul-13,Yes,No,Yes,No,No,No,7:30,18:30,No
SE-00000441,PR-00001129,Goodstart Early Learning Tallebudgera - Tallebudgera Connection Road,Goodstart Early Learning Ltd,231 Tallebudgera Connection Road,TALLEBUDGERA,QLD,4228,153.4284625,-28.1446386,9,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-15,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,6:30,18:30,Yes
SE-00000442,PR-00001129,Goodstart Early Learning Helensvale,Goodstart Early Learning Ltd,111 Mildura Drive,HELENSVALE,QLD,4212,153.3391839,-27.9085273,9,65,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-18,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-13,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000444,PR-40001181,Kindamindi Development & Learning Centre,CKP Childcare Pty Ltd,4 Technology Drive,WARANA,QLD,4575,153.1282449,-26.7229984,8,74,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-20,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,May-19,Yes,No,No,No,No,No,6:15,18:15,Yes
SE-00000445,PR-00000370,Paradise Point Kindyland,Alcheringa Enterprises Pty.Ltd,3 Turana St,PARADISE POINT,QLD,4216,153.3882905,-27.8925534,7,75,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-20,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Dec-13,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000446,PR-00000959,Cherubs On Leichhardt Early Care and Education Centre,Paygaz Pty Ltd,11 Leichhardt Street,WOODRIDGE,QLD,4114,153.1067481,-27.6423351,1,149,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Apr-17,,,,,,,,,,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00000447,PR-00000101,Lady Gowrie Quarry Street Child Centre,The Gowrie (Qld) Inc.,41 Quarry Street,SPRING HILL,QLD,4000,153.0277343,-27.4574586,9,58,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Sep-16,,,,,,,,,,Yes,No,No,No,No,No,7:30,17:45,Yes
SE-00000449,PR-40001250,Gum Leaf Gully Childcare Centre,GLVR Pty Ltd ATF GLVR Unit Trust,2A Fleay Court,BURLEIGH HEADS,QLD,4220,153.4433918,-28.0998,8,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-19,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jun-13,Yes,No,Yes,No,No,No,6:30,18:30,No
SE-00000450,PR-00001129,Goodstart Early Learning Hendra ,Goodstart Early Learning Ltd,16 Manson Road,HENDRA,QLD,4011,153.0649616,-27.4219065,10,84,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-15,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,7:00,18:00,Yes
SE-00000451,PR-40014774,My Little Feet Childcare Pimlico,Early Learning Schools Australia Pty Ltd as Trustee for the ELSA Trust,93 Bayswater Road,PIMLICO,QLD,4812,146.7887391,-19.2758606,4,60,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Mar-14,Yes,No,Yes,No,No,No,6:00,18:00,Yes
SE-00000452,PR-00001129,Goodstart Early Learning Hyde Park,Goodstart Early Learning Ltd,3-7 Park Lane,HYDE PARK,QLD,4812,146.7978782,-19.2767894,4,75,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jun-17,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Sep-12,Yes,No,Yes,Yes,Yes,Yes,6:30,18:00,Yes
SE-00000453,PR-40004779,Genius Wulguru,GENIUS LEARNING PTY LTD,353 Stuart Drive,WULGURU,QLD,4811,146.8262369,-19.3336744,7,75,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Nov-16,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Working Towards NQS,Jan-13,Yes,No,Yes,Yes,Yes,Yes,6:00,18:00,Yes
SE-00000455,PR-00000729,Kedron Park Road Child & Dev Educare Centre-Precious People,Lead Childcare Pty Ltd ATF The J R Trust,60 Kedron Park Road,WOOLOOWIN,QLD,4030,153.039453,-27.4191741,10,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-18,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Mar-15,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000456,PR-40001112,Milestones Early Learning Deeragun,Affinity Education Group Limited,42 Geaney Lane,DEERAGUN,QLD,4818,146.6789633,-19.2500092,7,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-16,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Working Towards NQS,Dec-12,Yes,No,Yes,Yes,Yes,Yes,6:30,18:00,MT/AT
SE-00000457,PR-40000815,Guppys Early Learning Centre,Guppys ELC Pty Ltd ATF Parkross Family Trust,32 Jubilee Street,CABOOLTURE,QLD,4510,152.9547751,-27.0751175,2,111,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-20,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Dec-16,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000458,PR-00007250,One Tree Defence Childcare Unit Coral Sea,One Tree Community Services Inc,71 Bamford Lane,KIRWAN,QLD,4817,146.740834,-19.2996838,6,54,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Sep-13,Yes,No,No,No,No,No,6:15,17:45,Yes
SE-00000459,PR-00001129,Goodstart Early Learning Stafford Heights,Goodstart Early Learning Ltd,Cnr Ringrose St & Appleby Rd,STAFFORD HEIGHTS,QLD,4053,153.010194,-27.397532,9,64,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Apr-13,Yes,No,No,Yes,Yes,Yes,6:30,18:00,Yes
SE-00000460,PR-40000638,Parklands Drive Early Education & Kindergarten,Parklands Drive Early Education & Kindergarten Pty Ltd ATF Moudgil Family Trust,88 Parklands Drive,BORONIA HEIGHTS,QLD,4124,153.0192094,-27.6925377,6,76,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jun-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-14,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-00000461,PR-00001101,Browns Plains Kids Early Learning Centre,Mandhu Pty Ltd as Trustee for The Patel Trust,39 Furzer Street,BROWNS PLAINS,QLD,4118,153.0575786,-27.6577021,5,118,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Apr-17,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00000462,PR-00001129,Goodstart Early Learning Burpengary - Rowley Road,Goodstart Early Learning Ltd,71-77 Laurel Drive,BURPENGARY,QLD,4505,152.9330498,-27.1595934,6,75,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Mar-17,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Working Towards NQS,Mar-13,Yes,No,No,Yes,Yes,Yes,6:00,18:00,Yes
SE-00000463,PR-00001129,Goodstart Early Learning Rothwell,Goodstart Early Learning Ltd,4 McGahey Street,ROTHWELL,QLD,4022,153.0468822,-27.2147823,3,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Jun-15,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,6:00,18:00,Yes
SE-00000464,PR-40013053,Happy Hearts Child Care Centre and Kindergarten,Pinnacle Point Australia Pty Ltd,16 Reid Street,PETRIE,QLD,4502,152.9801303,-27.2683584,7,76,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-19,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Aug-14,Yes,No,No,Yes,Yes,Yes,6:00,18:00,Yes
SE-00000465,PR-40002548,Edge Hill Early Learning,Auzkids Pty Ltd as Trustee for The Hill Family Trust,274 Pease Street,EDGE HILL,QLD,4870,145.7421025,-16.9048883,5,36,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-17,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-13,Yes,No,Yes,No,No,No,7:30,17:30,Yes
SE-00000467,PR-40014774,My Little Feet Childcare Aitkenvale,Early Learning Schools Australia Pty Ltd as Trustee for the ELSA Trust,2-4 Leopold Street,AITKENVALE,QLD,4814,146.7612003,-19.3045348,6,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-14,Yes,No,Yes,No,No,No,6:00,18:00,Yes
SE-00000468,PR-00001129,Goodstart Early Learning Cairns,Goodstart Early Learning Ltd,365 Sheridan Street,CAIRNS NORTH,QLD,4870,145.7575364,-16.9039945,5,73,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Nov-16,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-13,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00000469,PR-40004779,Genius Childcare - Sheridan Gardens,GENIUS LEARNING PTY LTD,9 Brose Street,WHITE ROCK,QLD,4868,145.7461615,-16.9803626,5,74,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Sep-19,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jul-16,Yes,No,Yes,No,No,No,6:30,18:30,Yes
